campus,polo,coordenacao,curso,nome_estudante,situacao,idade,sexo,email_institucional,pecampus,polo,coordenacao,curso,nome_estudante,situacao,idade,sexo,email_institucional,periodo_entrada,turno,cep
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,MURILO MOREIRA,Em curso,22,Masculino,murilo.alves@estudante.ifms.edu.br,2021/1,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,RAFAELA CARVALHO,Em curso,29,Feminino,rafaela.souza@estudante.ifms.edu.br,2019/1,Matutino,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,VIVIANE COSTA,Em curso,29,Feminino,viviane.lima@estudante.ifms.edu.br,2024/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,GUSTAVO ALMEIDA,Em curso,28,Masculino,gustavo.martins@estudante.ifms.edu.br,2021/1,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,HENRIQUE PEREIRA,Em curso,25,Masculino,henrique.ramos@estudante.ifms.edu.br,2021/1,Matutino,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,JULIANA LOPES,Em curso,21,Feminino,juliana.silva@estudante.ifms.edu.br,2024/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,MARCOS MENEZES,Em curso,62,Masculino,marcos.costa@estudante.ifms.edu.br,2019/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,FELIPE FERREIRA,Em curso,25,Masculino,felipe.oliveira@estudante.ifms.edu.br,2025/1,Matutino,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,DANIEL MOURA,Em curso,46,Masculino,daniel.santos@estudante.ifms.edu.br,2021/1,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,ANDRÉ NASCIMENTO,Em curso,39,Masculino,andre.pereira@estudante.ifms.edu.br,2019/1,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,TIAGO MATTOS,Em curso,32,Masculino,tiago.fernandes@estudante.ifms.edu.br,2021/1,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,FÁBIO SANTOS,Em curso,19,Masculino,fabio.machado@estudante.ifms.edu.br,2021/2,Matutino,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,LUCAS MARTINS,Em curso,26,Masculino,lucas.martins@ifms.edu.br,2024/2,Matutino,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,MARINA SILVA,Em curso,21,Feminino,marina.silva@ifms.edu.br,2021/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,RAFAEL SOUZA,Em curso,19,Masculino,rafael.souza@ifms.edu.br,2024/2,Matutino,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,ANA CAROLINA,Em curso,21,Feminino,ana.carolina@ifms.edu.br,2024/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,BRUNO LIMA,Em curso,40,Masculino,bruno.lima@ifms.edu.br,2024/2,Matutino,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,FELIPE ALVES,Em curso,19,Masculino,felipe.alves@ifms.edu.br,2024/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,PRISCILA COSTA,Em curso,20,Feminino,priscila.costa@ifms.edu.br,2024/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,DIEGO PEREIRA,Em curso,22,Masculino,diego.pereira@ifms.edu.br,2025/1,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,MARCOS RODRIGUES,Em curso,36,Masculino,marcos.rodrigues@ifms.edu.br,2021/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,LUIZA SANTOS,Em curso,18,Feminino,luiza.santos@ifms.edu.br,2024/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,GUSTAVO MORAES,Em curso,22,Masculino,gustavo.moraes@ifms.edu.br,2019/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,MARIA FERNANDA,Em curso,20,Feminino,maria.fernanda@ifms.edu.br,2021/2,Matutino,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,JOANA ALMEIDA,Em curso,21,Feminino,joana.almeida@ifms.edu.br,2024/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,CLARA MENDES,Em curso,18,Feminino,clara.mendes@ifms.edu.br,2024/2,Matutino,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,MATEUS SILVA,Em curso,18,Masculino,mateus.silva@ifms.edu.br,2024/2,Matutino,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,SANDRA LIMA,Em curso,51,Feminino,sandra.lima@ifms.edu.br,2025/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,RAFAEL SOUZA,Em curso,29,Masculino,rafael.souza@ifms.edu.br,2024/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,JOÃO PEREIRA,Em curso,50,Masculino,joao.pereira@ifms.edu.br,2025/1,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,ANDRÉ LOPES,Em curso,24,Masculino,andre.lopes@ifms.edu.br,2019/1,Matutino,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,KEILA SOUZA,Em curso,26,Feminino,keila.souza@ifms.edu.br,2024/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,NATALIA COSTA,Em curso,19,Feminino,natalia.costa@ifms.edu.br,2024/2,Matutino,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,KAREN PEREIRA,Em curso,19,Feminino,karen.pereira@ifms.edu.br,2024/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,ADRIANA LIMA,Em curso,21,Feminino,adriana.lima@ifms.edu.br,2024/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,VIVIANE COSTA,Em curso,22,Feminino,viviane.costa@ifms.edu.br,2021/1,Matutino,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,MARCOS SOUZA,Em curso,20,Masculino,marcos.souza@ifms.edu.br,2024/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,LUCAS MENDES,Em curso,20,Masculino,lucas.mendes@ifms.edu.br,2019/1,Matutino,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,JOÃO VICTOR ALVES,Em curso,20,Masculino,joao.victor@ifms.edu.br,2024/1,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,LARA SANTOS,Em curso,19,Feminino,lara.santos@ifms.edu.br,2022/2,Matutino,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,ALEXANDRE ROCHA,Em curso,20,Masculino,alexandre.rocha@ifms.edu.br,2022/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,LEONARDO NETO,Em curso,21,Masculino,leonardo.neto@ifms.edu.br,2022/2,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,ANTHONY SILVA,Em curso,20,Masculino,anthony.silva@ifms.edu.br,2019/1,Matutino,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,JESUS OLEA,Em curso,31,Masculino,jesus.olea@ifms.edu.br,2025/1,Noturno,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,MARIANA GONÇALVES,Em curso,22,Feminino,mariana.goncalves@ifms.edu.br,2021/1,Matutino,92400167
Campus Corumbá,,COTAD,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnologia,DANIELE AMORIM,Em curso,21,Feminino,daniele.amorim@ifms.edu.br,2021/2,Noturno,92400167
